
  ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_net ,lprice_net ,lprice_net ,lprice_net ,lprice_net ,lprice_net ,lprice_net ,lprice_net ,lprice_net ,lprice_net ,lprice_net ,lprice_net ,lprice_net ,lprice_net ,lprice_net ,lprice_net ,lprice_net ,lprice_net 
(Intercept) ,3.487*** ,3.568*** ,3.576*** ,3.49*** ,3.449*** ,3.488*** ,3.454*** ,3.479*** ,3.46*** ,4.794 ,5.705 ,4.298 ,5.226 ,5.849 ,5.207 ,5.101 ,4.935 ,4.507 ,3.316*** ,3.332*** ,3.344*** ,3.327*** ,3.284*** ,3.305*** ,3.281*** ,3.302*** ,3.252*** ,2.427 ,3.06 ,2.475 ,2.48 ,2.81 ,2.958 ,2.949 ,2.908 ,2.685 
  ,(0.214) ,(0.203) ,(0.205) ,(0.212) ,(0.213) ,(0.209) ,(0.206) ,(0.205) ,(0.205) ,(7.572) ,(7.673) ,(7.769) ,(7.622) ,(7.826) ,(7.806) ,(7.548) ,(7.607) ,(7.654) ,(0.242) ,(0.229) ,(0.233) ,(0.242) ,(0.242) ,(0.239) ,(0.235) ,(0.233) ,(0.233) ,(7.767) ,(7.888) ,(7.955) ,(7.813) ,(8.018) ,(8.019) ,(7.742) ,(7.796) ,(7.849) 
jan2015reduc_tuna ,-0.02 , , , , , , , , ,-0.019 , , , , , , , , ,-0.096 , , , , , , , , ,0.005 , , , , , , , , 
  ,(0.185) , , , , , , , , ,(0.189) , , , , , , , , ,(0.25) , , , , , , , , ,(0.197) , , , , , , , , 
jan2016reduc ,-0.148 , , , , , , , , ,-0.14 , , , , , , , , ,-0.072 , , , , , , , , ,-0.088 , , , , , , , , 
  ,(0.161) , , , , , , , , ,(0.172) , , , , , , , , ,(0.17) , , , , , , , , ,(0.18) , , , , , , , , 
jan2016reduc_tuna ,0.233 , , , , , , , , ,0.235 , , , , , , , , ,0.07 , , , , , , , , ,0.082 , , , , , , , , 
  ,(0.173) , , , , , , , , ,(0.179) , , , , , , , , ,(0.182) , , , , , , , , ,(0.187) , , , , , , , , 
lead(jan2015reduc_tuna, 1) , ,-0.122 , , , , , , , , ,-0.17 , , , , , , , , ,-0.038 , , , , , , , , ,-0.058 , , , , , , , 
  , ,(0.17) , , , , , , , , ,(0.211) , , , , , , , , ,(0.174) , , , , , , , , ,(0.215) , , , , , , , 
lead(jan2016reduc, 1) , ,-0.177 , , , , , , , , ,-0.165 , , , , , , , , ,-0.094 , , , , , , , , ,-0.098 , , , , , , , 
  , ,(0.157) , , , , , , , , ,(0.162) , , , , , , , , ,(0.166) , , , , , , , , ,(0.171) , , , , , , , 
lead(jan2016reduc_tuna, 1) , ,0.263 , , , , , , , , ,0.291 , , , , , , , , ,0.091 , , , , , , , , ,0.116 , , , , , , , 
  , ,(0.17) , , , , , , , , ,(0.189) , , , , , , , , ,(0.179) , , , , , , , , ,(0.196) , , , , , , , 
lead(jan2015reduc_tuna, 2) , , ,-0.117 , , , , , , , , ,-0.095 , , , , , , , , ,-0.038 , , , , , , , , ,-0.042 , , , , , , 
  , , ,(0.173) , , , , , , , , ,(0.2) , , , , , , , , ,(0.178) , , , , , , , , ,(0.203) , , , , , , 
lead(jan2016reduc, 2) , , ,-0.182 , , , , , , , , ,-0.187 , , , , , , , , ,-0.133 , , , , , , , , ,-0.13 , , , , , , 
  , , ,(0.154) , , , , , , , , ,(0.157) , , , , , , , , ,(0.165) , , , , , , , , ,(0.168) , , , , , , 
