
  ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_nom ,lprice_net ,lprice_net ,lprice_net ,lprice_net ,lprice_net ,lprice_net ,lprice_net ,lprice_net ,lprice_net ,lprice_net ,lprice_net ,lprice_net ,lprice_net ,lprice_net ,lprice_net ,lprice_net ,lprice_net ,lprice_net 
  , , , , , , , , , ,(0.003) ,(0.003) ,(0.003) ,(0.003) ,(0.003) ,(0.003) ,(0.003) ,(0.003) ,(0.003) , , , , , , , , , ,(0.002) ,(0.002) ,(0.002) ,(0.003) ,(0.003) ,(0.003) ,(0.003) ,(0.003) ,(0.003) 
lvalue_added_tax , , , , , , , , , ,-3.537 ,-3.316 ,-6.317** ,-5.538** ,-6.297*** ,-6.74*** ,-6.202*** ,-6.801*** ,-6.453*** , , , , , , , , , ,0.313 ,0.619 ,1.63 ,-0.067 ,0.227 ,1.069 ,1.934 ,1.577 ,2.232 
  , , , , , , , , , ,(2.658) ,(3.164) ,(3.092) ,(2.197) ,(1.928) ,(1.829) ,(1.71) ,(1.671) ,(1.703) , , , , , , , , , ,(2.464) ,(2.857) ,(2.926) ,(2.042) ,(1.795) ,(1.704) ,(1.602) ,(1.564) ,(1.593) 
lsalary_industry_worker , , , , , , , , , ,0.111 ,0.068 ,0.193 ,0.129 ,0.127 ,0.144 ,0.179 ,0.178 ,0.186 , , , , , , , , , ,-0.007 ,-0.022 ,-0.081 ,0.014 ,0.012 ,-0.089 ,-0.04 ,-0.027 ,-0.032 
  , , , , , , , , , ,(0.201) ,(0.213) ,(0.198) ,(0.203) ,(0.208) ,(0.205) ,(0.197) ,(0.198) ,(0.198) , , , , , , , , , ,(0.186) ,(0.183) ,(0.197) ,(0.187) ,(0.192) ,(0.189) ,(0.182) ,(0.183) ,(0.183) 
lead(jan2015reduc, 1) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lead(jan2016reduc, 1) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lead(jan2015reduc, 2) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lead(jan2016reduc, 2) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2015reduc, 1) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2016reduc, 1) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2015reduc, 2) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2016reduc, 2) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2015reduc, 3) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2016reduc, 3) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2015reduc, 4) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2016reduc, 4) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2015reduc, 5) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2016reduc, 5) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2015reduc, 6) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2016reduc, 6) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lead(jan2015reduc, 2) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lead(jan2016reduc, 2) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lead(jan2015reduc, 1) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lead(jan2016reduc, 1) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2015reduc, 1) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2016reduc, 1) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2015reduc, 2) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2016reduc, 2) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2015reduc, 3) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2016reduc, 3) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2015reduc, 4) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2016reduc, 4) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2015reduc, 5) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2016reduc, 5) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2015reduc, 6) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2016reduc, 6) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lead(jan2015reduc, 2) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lead(jan2016reduc, 2) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lead(jan2015reduc, 1) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lead(jan2016reduc, 1) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2015reduc, 1) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2016reduc, 1) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2015reduc, 2) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2016reduc, 2) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2015reduc, 3) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2016reduc, 3) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2015reduc, 4) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2016reduc, 4) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2015reduc, 5) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2016reduc, 5) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2015reduc, 6) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
lag(jan2016reduc, 6) , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
  , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R^2 ,0.251 ,0.252 ,0.244 ,0.251 ,0.246 ,0.248 ,0.244 ,0.241 ,0.24 ,0.258 ,0.258 ,0.259 ,0.257 ,0.257 ,0.258 ,0.255 ,0.256 ,0.256 ,0.146 ,0.145 ,0.149 ,0.147 ,0.144 ,0.146 ,0.149 ,0.151 ,0.152 ,0.155 ,0.158 ,0.156 ,0.157 ,0.158 ,0.153 ,0.152 ,0.153 ,0.153 
adj.R^2 ,0.25 ,0.251 ,0.243 ,0.249 ,0.245 ,0.247 ,0.243 ,0.239 ,0.239 ,0.255 ,0.255 ,0.256 ,0.253 ,0.254 ,0.254 ,0.252 ,0.253 ,0.253 ,0.144 ,0.144 ,0.147 ,0.145 ,0.143 ,0.145 ,0.147 ,0.15 ,0.151 ,0.152 ,0.154 ,0.152 ,0.153 ,0.155 ,0.15 ,0.148 ,0.149 ,0.149 
N ,1192 ,1192 ,1192 ,1191 ,1190 ,1189 ,1188 ,1187 ,1186 ,1192 ,1192 ,1192 ,1191 ,1190 ,1189 ,1188 ,1187 ,1186 ,1182 ,1182 ,1182 ,1181 ,1180 ,1179 ,1178 ,1177 ,1176 ,1182 ,1182 ,1182 ,1181 ,1180 ,1179 ,1178 ,1177 ,1176 
Standard errors in parentheses
"1",1
"1","(Intercept)",3.43314182837204,0.0896253652175477,38.3054710018617,9.01196233112804e-210
"2","jan2015reduc",0.00949761112852072,0.0392434188524261,0.242017933356833,0.808808002367793
"3","jan2016reduc",0.0860391749569512,0.0497056592503443,1.73097341941713,0.0837159299642977
"1",2
"1","(Intercept)",3.55458723827252,0.0597534953465154,59.4875198121746,0
"2","lead(jan2015reduc, 1)",-0.116253722906645,0.0528870652001796,-2.19815038831555,0.028130576699959
"3","lead(jan2016reduc, 1)",0.0868255856968214,0.0554521098854459,1.5657760520959,0.117667143692895
"1",3
"1","(Intercept)",3.56513458561235,0.0492121806917318,72.4441497105073,0
"2","lead(jan2015reduc, 2)",-0.111811280131733,0.04670942554788,-2.39376268965499,0.0168307788438684
"3","lead(jan2016reduc, 2)",0.0667196188475939,0.0560939727358539,1.18942580804137,0.234509615907361
"1",4
"1","(Intercept)",3.45782327099972,0.0886117158118493,39.0221906812162,4.75317520063436e-215
"2","lag(jan2015reduc, 1)",-0.0155740324027333,0.0453136713606157,-0.343693899326582,0.731137316657544
"3","lag(jan2016reduc, 1)",0.0859350042364015,0.0397315324243848,2.16289176361242,0.0307484838578944
"1",5
"1","(Intercept)",3.41471159428133,0.0950868051091792,35.9115188522797,8.61308326494067e-192
"2","lag(jan2015reduc, 2)",0.0363012777275353,0.0558120567204711,0.650419996334242,0.515546831585138
"3","lag(jan2016reduc, 2)",0.0753857023843581,0.0302935637358164,2.48850557965977,0.0129643939422171
"1",6
"1","(Intercept)",3.48556194043531,0.113925992497896,30.5949666446811,5.104741901754e-152
"2","lag(jan2015reduc, 3)",-0.0325329487255018,0.0813406774345523,-0.399959156372631,0.689258622485918
"3","lag(jan2016reduc, 3)",0.0716235944508183,0.0212982881484876,3.36288033815075,0.000795952884036731
"1",7
"1","(Intercept)",3.41823392056192,0.0822731678589112,41.5473721204439,1.56700297599413e-233
"2","lag(jan2015reduc, 4)",0.039302802917323,0.0555609823195813,0.70738135426147,0.479468609365226
"3","lag(jan2016reduc, 4)",0.0672373904640867,0.0132442502232635,5.07672305571399,4.45580811279697e-07
"1",8
"1","(Intercept)",3.4344059414306,0.0808097103150916,42.4999165080438,1.90711341294667e-240
"2","lag(jan2015reduc, 5)",0.0299592911246691,0.0611586109737808,0.489862190256625,0.624322169935047
"3","lag(jan2016reduc, 5)",0.0571933343164365,0.0122895707398524,4.65381057866985,3.62570000182479e-06
"1",9
"1","(Intercept)",3.39242320388517,0.0893871728904764,37.9520136299848,8.16091334098375e-207
"2","lag(jan2015reduc, 6)",0.0823273017990839,0.0650204693878612,1.26617513798591,0.205699655549075
"3","lag(jan2016reduc, 6)",0.0443765343625902,0.0158590366433607,2.79818600338302,0.0052224514680826
"1",10
"1","(Intercept)",2.15374198975898,2.50973972949564,0.858153522633123,0.390981085501153
"2","jan2015reduc",0.0425532370521777,0.0239559601632749,1.77631106255607,0.0759379765453228
"3","jan2016reduc",0.0328644169131294,0.021241388926163,1.54718775817199,0.122084758582847
"4","proccess_fish_p2012",0.00843644077601458,0.00299677822620445,2.81517020587129,0.00495580998517253
"5","lvalue_added_tax",-3.53691791352019,6.02859271736595,-0.586690473106892,0.557523258949538
"6","lsalary_industry_worker",0.111099920897516,0.161661715048679,0.687237054636354,0.492067717613503
"1",11
"1","(Intercept)",2.63382993327337,2.55545785888559,1.03066850588644,0.302906433124008
"2","lead(jan2015reduc, 1)",-0.0558591221991818,0.0307502854217689,-1.81653995834581,0.0695399245222871
"3","lead(jan2016reduc, 1)",0.0387028184968438,0.025554348782181,1.5145296335562,0.130158009099024
"4","proccess_fish_p2012",0.00827645592563688,0.00274638233236681,3.01358475405873,0.00263661082777227
"5","lvalue_added_tax",-3.31592253522261,6.39738222904786,-0.518324904859738,0.604328281570277
"6","lsalary_industry_worker",0.0679514575602415,0.166327211407061,0.408540833369355,0.682950410052237
"1",12
"1","(Intercept)",1.95431430345181,2.53501602916221,0.770927789398508,0.440903286318022
"2","lead(jan2015reduc, 2)",-0.0418832855251843,0.0412927720551695,-1.01430064974146,0.310646189012488
"3","lead(jan2016reduc, 2)",0.00164679967196848,0.0209271148064598,0.0786921506953333,0.93729076342669
"4","proccess_fish_p2012",0.00846972219984616,0.00257519914379149,3.28895814534021,0.00103511507077357
"5","lvalue_added_tax",-6.31664277380272,7.17703508852183,-0.880118697469499,0.37897331138571
"6","lsalary_industry_worker",0.192896930899514,0.153414317203403,1.2573593808964,0.208871066184878
"1",13
"1","(Intercept)",2.38851124658983,2.60960508858854,0.915276896506095,0.360232493088055
"2","lag(jan2015reduc, 1)",0.0168102517839054,0.0272637759835839,0.616578268323037,0.53763136331796
"3","lag(jan2016reduc, 1)",0.0147380688989322,0.0202626518840161,0.727351433726111,0.46715437023223
"4","proccess_fish_p2012",0.00821402952428732,0.00338624789491695,2.42570236414685,0.0154273491576107
"5","lvalue_added_tax",-5.53795876740521,6.48696355928064,-0.853705854333384,0.393440524484901
"6","lsalary_industry_worker",0.128929430156506,0.163265077991562,0.789693863149158,0.429864559413585
"1",14
"1","(Intercept)",2.47039747770959,2.84156378450365,0.869379561768701,0.384815760367622
"2","lag(jan2015reduc, 2)",0.0302606930680822,0.0324879633071051,0.931443217355031,0.351814226420847
"3","lag(jan2016reduc, 2)",0.00261376589145188,0.0206190819418454,0.126764416515916,0.899148383503148
"4","proccess_fish_p2012",0.00885161400209479,0.00366109342061931,2.41775147070611,0.0157669623886488
"5","lvalue_added_tax",-6.29652365368028,6.62657098469646,-0.950193345581237,0.342207931494268
"6","lsalary_industry_worker",0.12690288846147,0.182522730279424,0.695271697213787,0.487021475714022
"1",15
"1","(Intercept)",2.53198576405693,2.2192518912508,1.14091860146163,0.254134706470558
"2","lag(jan2015reduc, 3)",-0.0338857695440616,0.0632380101953078,-0.535844967914184,0.592166428568779
"3","lag(jan2016reduc, 3)",0.00867221707430834,0.0146457170112399,0.592133322503283,0.553874463361359
"4","proccess_fish_p2012",0.0079316522720324,0.0036641663252301,2.16465399439375,0.0306136830741132
"5","lvalue_added_tax",-6.74047320950234,7.0464160172026,-0.956581784703976,0.338973823919008
"6","lsalary_industry_worker",0.144200153676521,0.115822271262054,1.24501231158091,0.213373788892127
"1",16
"1","(Intercept)",2.15873040682162,2.44262818847847,0.883773640623672,0.376998137094066
"2","lag(jan2015reduc, 4)",0.00794764214157272,0.0220482218352011,0.360466354202039,0.718562817594681
"3","lag(jan2016reduc, 4)",0.0174768943546393,0.0132229919899488,1.32170497932117,0.186522156539982
"4","proccess_fish_p2012",0.00692816372435092,0.00314905715387777,2.20007557367434,0.0279944914090411
"5","lvalue_added_tax",-6.20234562129259,7.26589427085352,-0.853624535409597,0.393486013880142
"6","lsalary_industry_worker",0.179199726915094,0.142620724900574,1.25647746524932,0.209191171781129
"1",17
"1","(Intercept)",2.22151564622021,2.41732500484908,0.91899750416842,0.358284531240202
"2","lag(jan2015reduc, 5)",-0.0146452485988864,0.0210717583082534,-0.695017871059679,0.487180818097219
"3","lag(jan2016reduc, 5)",0.00855465256404137,0.0143820969247334,0.594812606868864,0.55208267955825
"4","proccess_fish_p2012",0.0077565936586291,0.00298219691148718,2.60096629727948,0.00941231040113951
"5","lvalue_added_tax",-6.80059446798816,7.18234779670099,-0.946848392821054,0.343909726365281
"6","lsalary_industry_worker",0.1777644996727,0.142271718365293,1.24947179745364,0.211740129241989
"1",18
"1","(Intercept)",2.05320447155492,2.43553627228133,0.84301945937833,0.399388405451239
"2","lag(jan2015reduc, 6)",0.03165006786179,0.0427152719042747,0.740954381203941,0.458868520350351
"3","lag(jan2016reduc, 6)",0.00713100278017586,0.0147314712158581,0.484065893737722,0.628428929337091
"4","proccess_fish_p2012",0.00764292717677361,0.00285003974477189,2.68169143633656,0.00742730942956072
"5","lvalue_added_tax",-6.45254352646823,7.257687816021,-0.889063251277431,0.374150289931586
"6","lsalary_industry_worker",0.185681630231929,0.141110090579813,1.315863588982,0.188475409939299
"1",19
"1","(Intercept)",3.31765505643897,0.0652788449665086,50.8228210554445,2.5024361233928e-299
"2","jan2015reduc",-0.0268773098678106,0.0381304177957528,-0.704878451943014,0.481025100192446
"3","jan2016reduc",-0.00118303853743606,0.0262688722738239,-0.045035756583084,0.964086434581141
"1",20
"1","(Intercept)",3.33202424178849,0.0612185102449151,54.4283784178699,0
"2","lead(jan2015reduc, 2)",-0.034510652488829,0.0315531263142143,-1.09373163676914,0.274296103095611
"3","lead(jan2016reduc, 2)",-0.0122722302004721,0.0237110727997745,-0.517573806301535,0.604852754665307
"1",21
"1","(Intercept)",3.33028247655014,0.080705440627548,41.2646588712556,4.65720856182249e-231
"2","lead(jan2015reduc, 1)",-0.0400857470758608,0.0483029070618295,-0.829882703013082,0.406773104239788
"3","lead(jan2016reduc, 1)",-0.00204277221308215,0.0243546663588076,-0.0838760089334343,0.933169253270911
"1",22
"1","(Intercept)",3.35032483758838,0.0619215223475755,54.1059830341778,1.18575755001899e-321
"2","lag(jan2015reduc, 1)",-0.0667032241362028,0.0407016107933166,-1.63883499537458,0.101514654344394
